"WONUM","STATUS","STATUSDATE","ZZCREATEDATE","LOCATION","DESCRIPTION","FAILURECODE","PROBLEMCODE","JPNUM","ZZREQNUM","FIRSTAPPRSTATUS","ZZLEADPOSSIBLE","ZZLEAD","ZZSUBWORKTYPE","ZZWORKOWNER","PARENT","PARENTSTATUS","PARENTSTATUSDATE","PARENTCRAFT","PARENTFC","PARENTPC"
"91878270",WTSCH,2022-05-18 12:51:52.000,2022-05-18 12:51:52.000,"038.02.002.F09.09F",Kitchen Condition of Paint MINOR CHIPPING PAINT ON WALL 1 DINING Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89011723",CLOSE,2022-05-18 20:37:35.000,VENDOR,,
"91878275",WTSCH,2022-05-18 12:51:56.000,2022-05-18 12:51:56.000,"038.04.004.F08.08E",Kitchen Condition of Paint Ceiling and wall 3 peeling paint Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"88988209",CLOSE,2022-05-18 21:31:25.000,VENDOR,,
"91878279",WTSCH,2022-05-18 12:52:14.000,2022-05-18 12:52:14.000,"038.02.002.F07.07B","FOYER/HALLWAY Condition of Paint CHIPPING PAINT ON LOWER WALL  2, Amount of Unsatisfactory Paint in",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89004239",CLOSE,2022-05-18 21:29:31.000,VENDOR,,
"91878324",WTSCH,2022-05-18 12:54:06.000,2022-05-18 12:54:06.000,"038.01.001.F09.09G",Bathroom Condition of Paint CHIPPING PAINT ON CEILING & WATER DAMAGE ON WALL 3 Amount of,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89031853",CLOSE,2022-05-18 21:19:41.000,VENDOR,,
"91878331",WTSCH,2022-05-18 12:54:29.000,2022-05-18 12:54:29.000,"038.01.001.F08.08E","Kitchen Condition of Paint DAMAGED LOWER WALL 1 Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89005021",CLOSE,2022-05-18 21:14:49.000,VENDOR,,
"91878339",WTSCH,2022-05-18 12:55:12.000,2022-05-18 12:55:12.000,"038.01.001.F02.02A","Bathroom Condition of Paint WATER DAMAGE ON WALL 1,2, CEILING Amount of Unsatisfactory Paint in",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89004237",CLOSE,2022-05-18 21:29:34.000,VENDOR,,
"91878349",WTSCH,2022-05-18 12:55:39.000,2022-05-18 12:55:39.000,"038.01.001.F01.01F",Kitchen Condition of Paint MINOR CHIPPING PAINT ON LOWER 2 BY THE STOVE Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89037345",CLOSE,2022-05-18 20:38:18.000,VENDOR,,
"91878467",WTSCH,2022-05-18 13:00:18.000,2022-05-18 13:00:18.000,"038.04.004.F06.06E",Kitchen Condition of Paint pipe riser peeling paint Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"88989571",CLOSE,2022-05-18 21:14:55.000,VENDOR,,
"91878678",WTSCH,2022-05-18 13:10:42.000,2022-05-18 13:10:42.000,"038.04.004.F02.02F",Living Room Condition of Paint Wall 4 peeling plaster Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"88975171",CLOSE,2022-05-18 21:31:19.000,VENDOR,,
"91878854",WTSCH,2022-05-18 13:15:57.000,2022-05-18 13:15:57.000,"038.13.013.F11.11G","Kitchen Condition of Paint Walls x4, ceiling, baseboards, window sill and case Amount of",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89019612",CLOSE,2022-05-18 21:13:33.000,VENDOR,,
"91879773",WTSCH,2022-05-18 13:32:05.000,2022-05-18 13:32:05.000,"038.13.013.F10.10H","Kitchen Condition of Paint Walls x4, ceiling, corner case, gas pipe, riser, return, baseboards,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89034993",CLOSE,2022-05-18 20:38:57.000,VENDOR,,
"91880163",WTSCH,2022-05-18 13:41:18.000,2022-05-18 13:41:18.000,"038.05.005.F07.07F",Kitchen Condition of Paint Wall 2 peeling paint and holes behind the cabinet Amount of,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89001638",CLOSE,2022-05-18 21:17:53.000,VENDOR,,
"91880378",WTSCH,2022-05-18 13:48:10.000,2022-05-18 13:48:10.000,"038.12.012.F10.10G","Bathroom Condition of Paint Ceiling and wall 4. 
(Wall 4 has broken tiles) Amount of Unsatisfactory",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"88993303",CLOSE,2022-05-18 21:29:49.000,VENDOR,,
"91880493",WTSCH,2022-05-18 13:53:29.000,2022-05-18 13:53:29.000,"038.12.012.F06.06A","Bathroom Condition of Paint Walls x4, ceiling, riser and return 
(Water damage) Amount of",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89039005",CLOSE,2022-05-18 21:16:30.000,VENDOR,,
"91880903",WTSCH,2022-05-18 14:11:12.000,2022-05-18 14:11:12.000,"038.08.008.F04.04C",Kitchen Condition of Paint chipping paint on ceiling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89007470",CLOSE,2022-05-18 21:14:23.000,VENDOR,,
"91881692",WTSCH,2022-05-18 14:40:47.000,2022-05-18 14:40:47.000,"038.03.003.F09.09A",Bathroom Condition of Paint bathroom ceiling peeling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"88973420",CLOSE,2022-05-18 21:14:17.000,VENDOR,,
"91881701",WTSCH,2022-05-18 14:41:20.000,2022-05-18 14:41:20.000,"038.03.003.F07.07B",Kitchen Condition of Paint wall  1 buckling and chipping Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89027801",CLOSE,2022-05-18 21:16:51.000,VENDOR,,
"91881710",WTSCH,2022-05-18 14:41:43.000,2022-05-18 14:41:43.000,"038.03.003.F04.04B",Kitchen Condition of Paint walls 1.2 . pipes peeling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89015070",CLOSE,2022-05-18 20:37:43.000,VENDOR,,
"91881722",WTSCH,2022-05-18 14:42:06.000,2022-05-18 14:42:06.000,"038.04.004.F01.01H",Bathroom Condition of Paint walls. ceiling. pipes peeling walls blistering . door buck peeling,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"88961728",CLOSE,2022-05-18 21:12:50.000,VENDOR,,
"91881728",WTSCH,2022-05-18 14:42:31.000,2022-05-18 14:42:31.000,"038.02.014.F13.13F",Bathroom Condition of Paint bathroom ceiling bubbling and peeling.  pipes peeling Amount of,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89040087",CLOSE,2022-05-18 21:15:42.000,VENDOR,,
"91881745",WTSCH,2022-05-18 14:42:56.000,2022-05-18 14:42:56.000,"038.02.014.F04.04H","Kitchen Condition of Paint walls 1.4 plastered Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89039766",CLOSE,2022-05-18 21:15:36.000,VENDOR,,
"91883548",WTSCH,2022-05-18 15:46:50.000,2022-05-18 15:46:49.000,"038.06.006.F01",floor damaged,FLOOR,FLOORTILESDML,V10001,,,C,1,,DEV038,"91736174",CLOSE,2022-05-18 15:46:51.000,MAINT,FLOOR,FLOORTILESDML
"91888059",WTSCH,2022-05-18 22:07:15.000,2022-05-18 22:07:15.000,"038.01.001.F04.04F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227269",CLOSE,2022-06-28 23:37:11.000,VENDOR,,
"91888065",WTSCH,2022-05-18 22:08:38.000,2022-05-18 22:08:38.000,"038.01.001.F04.04A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227261",CLOSE,2022-07-08 23:32:50.000,VENDOR,,
"91888087",WTSCH,2022-05-18 22:13:02.000,2022-05-18 22:13:02.000,"038.01.001.F05.05H",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227289",CLOSE,2022-05-18 23:36:42.000,VENDOR,,
"91888088",WTSCH,2022-05-18 22:13:13.000,2022-05-18 22:13:13.000,"038.01.001.F04.04B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227262",CLOSE,2022-06-28 23:30:32.000,VENDOR,,
"91888089",WTSCH,2022-05-18 22:13:26.000,2022-05-18 22:13:26.000,"038.01.001.F05.05F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227286",CLOSE,2022-06-28 23:30:05.000,VENDOR,,
"91888093",WTSCH,2022-05-18 22:13:57.000,2022-05-18 22:13:57.000,"038.01.001.F04.04G",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87227271",CLOSE,2022-07-08 23:30:00.000,VENDOR,,
"91888094",WTSCH,2022-05-18 22:14:11.000,2022-05-18 22:14:11.000,"038.01.001.F03.03H",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227260",CLOSE,2022-05-18 23:30:23.000,VENDOR,,
"91888095",WTSCH,2022-05-18 22:14:22.000,2022-05-18 22:14:22.000,"038.01.001.F03.03F",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,,1,LBPXRF05,DEV038,"87227252",CLOSE,2022-05-18 23:30:11.000,VENDOR,,
"91888096",WTSCH,2022-05-18 22:14:31.000,2022-05-18 22:14:31.000,"038.01.001.F05.05A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227275",CLOSE,2022-05-18 23:30:22.000,VENDOR,,
"91888097",WTSCH,2022-05-18 22:14:42.000,2022-05-18 22:14:42.000,"038.01.001.F04.04D",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227267",CLOSE,2022-07-08 23:32:41.000,VENDOR,,
"91888098",WTSCH,2022-05-18 22:14:53.000,2022-05-18 22:14:53.000,"038.01.001.F03.03C",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227250",CLOSE,2022-05-18 23:36:39.000,VENDOR,,
"91888102",WTSCH,2022-05-18 22:15:22.000,2022-05-18 22:15:22.000,"038.01.001.F06.06B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227296",CLOSE,2022-05-18 23:36:37.000,VENDOR,,
"91888103",WTSCH,2022-05-18 22:15:36.000,2022-05-18 22:15:36.000,"038.01.001.F03.03B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227246",CLOSE,2022-07-01 23:30:27.000,VENDOR,,
"91897128",WTSCH,2022-05-19 11:35:55.000,2022-05-19 11:35:55.000,"038.09.009.F12.12E",FOYER/HALLWAY Condition of Paint bubbling in paint on wall by the bedroom 1 Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89107938",CLOSE,2022-05-20 20:55:29.000,VENDOR,,
"91897129",WTSCH,2022-05-19 11:36:00.000,2022-05-19 11:36:00.000,"038.07.007.F11.11A",Kitchen Condition of Paint Ceiling and wall 3 peeling plaster Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89103153",CLOSE,2022-05-20 20:53:46.000,VENDOR,,
"91897715",WTSCH,2022-05-19 11:51:03.000,2022-05-19 11:51:03.000,"038.12.012.F02.02A",Kitchen Condition of Paint bubbling in paint and chipping paint on ceiling Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFCU6,DEV038,"89179186",CLOSE,2022-05-20 22:30:50.000,VENDOR,,
"91899189",WTSCH,2022-05-19 12:50:52.000,2022-05-19 12:50:52.000,"038.08.008.F13.13C",Kitchen Condition of Paint Wall 2 peeling plaster and pipe risers leaks Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89093643",CLOSE,2022-05-20 20:56:55.000,VENDOR,,
"91899460",WTSCH,2022-05-19 13:04:00.000,2022-05-19 13:04:00.000,"038.08.008.F10.10G","Bedroom Condition of Paint Wall 3 peeling plaster Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89091689",CLOSE,2022-05-20 22:13:53.000,VENDOR,,
"91899647",WTSCH,2022-05-19 13:13:47.000,2022-05-19 13:13:47.000,"038.11.011.F05.05E",Kitchen Condition of Paint chipping paint on ceiling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89191581",CLOSE,2022-05-20 20:58:22.000,VENDOR,,
"91899929",WTSCH,2022-05-19 13:27:24.000,2022-05-19 13:27:24.000,"038.11.011.F02.02E","Bathroom Condition of Paint chipping paint on wall 1 and 4
chipping paint on pipe riser and lead",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89097831",CLOSE,2022-05-20 22:18:48.000,VENDOR,,
"91900164",WTSCH,2022-05-19 13:37:44.000,2022-05-19 13:37:44.000,"038.02.002.LOB01",needs vendors,DOORMAINENTR,CYLINDERDM,V10001,,,C,1,,DEV038,"91894288",CLOSE,2022-05-19 13:37:46.000,MAINT,DOORMAINENTR,LOCKOOO
"91900426",WTSCH,2022-05-19 13:47:32.000,2022-05-19 13:47:32.000,"038.10.010.F10.10E",Bathroom Condition of Paint cracking in paint on wall 4 Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89126737",CLOSE,2022-05-20 22:29:32.000,VENDOR,,
"91877267",APPR,2022-05-19 14:15:51.000,2022-05-18 12:17:05.000,"038.07.007.F14.14E","Bathroom Condition of Paint chipping paint on pipes and are rusted 
mold on bathroom ceiling and tub",PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFCU6,DEV038,"88956329",CLOSE,2022-05-18 21:30:27.000,VENDOR,,
"62877976",APPR,2022-05-19 14:16:00.000,2018-11-15 10:04:57.000,"038.07.007.F14.14E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFNOCU6,DEV038,"61385564",CLOSE,2018-11-15 20:22:39.000,VENDOR,,
"91901537",WTSCH,2022-05-19 14:29:54.000,2022-05-19 14:29:54.000,"038.03.003.F14.14D",Living Room Condition of Paint ceiling peeling . lower  wall 4 chipping Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89069739",CLOSE,2022-05-20 22:24:39.000,VENDOR,,
"91901721",WTSCH,2022-05-19 14:38:06.000,2022-05-19 14:38:06.000,"038.07.007.F04.04F","Kitchen Condition of Paint wall 2 peeling Amount of Unsatisfactory Paint in Square Feet [<2, <100,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89050063",CLOSE,2022-05-20 22:13:46.000,VENDOR,,
"91901739",WTSCH,2022-05-19 14:38:52.000,2022-05-19 14:38:52.000,"038.06.006.F14.14F","Bedroom Condition of Paint wall 1 peeling Amount of Unsatisfactory Paint in Square Feet [<2, <100,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89120488",CLOSE,2022-05-20 20:59:11.000,VENDOR,,
"91901822",WTSCH,2022-05-19 14:41:57.000,2022-05-19 14:41:57.000,"038.06.006.F09.09G","Bedroom Condition of Paint wall 1 peeling Amount of Unsatisfactory Paint in Square Feet [<2, <100,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89086985",CLOSE,2022-05-20 22:13:36.000,VENDOR,,
"91901847",WTSCH,2022-05-19 14:42:46.000,2022-05-19 14:42:46.000,"038.06.006.F09.09B",Kitchen Condition of Paint wall 3 . ceiling.  peeling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89085884",CLOSE,2022-05-20 22:26:45.000,VENDOR,,
"91902116",WTSCH,2022-05-19 14:52:29.000,2022-05-19 14:52:29.000,"038.05.005.F12.12G","Bedroom Condition of Paint lower wall 3 peeling Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89168718",CLOSE,2022-05-20 22:21:32.000,VENDOR,,
"91902162",WTSCH,2022-05-19 14:54:15.000,2022-05-19 14:54:15.000,"038.04.004.F14.14D","Kitchen Condition of Paint upper wall 3 peeling Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89110568",CLOSE,2022-05-20 20:54:47.000,VENDOR,,
"91902174",WTSCH,2022-05-19 14:54:39.000,2022-05-19 14:54:39.000,"038.04.004.F07.07C",Bedroom Condition of Paint walls. pipes w. sill peeling. Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89119935",CLOSE,2022-05-20 20:59:14.000,VENDOR,,
"91902188",WTSCH,2022-05-19 14:55:02.000,2022-05-19 14:55:02.000,"038.04.004.F06.06F","2121148-1192",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89092114",CLOSE,2022-05-20 22:17:53.000,VENDOR,,
"91902208",WTSCH,2022-05-19 14:55:41.000,2022-05-19 14:55:41.000,"038.04.004.F01.01F",Bathroom Condition of Paint wall 2 chipping and  buckling.  l.bend peeling.  ceiling peeling. Amount,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89082984",CLOSE,2022-05-20 22:28:15.000,VENDOR,,
"91902333",WTSCH,2022-05-19 14:59:55.000,2022-05-19 14:59:55.000,"038.08.008.F05.05A",Bathroom Condition of Paint Walls 4 and ceiling peeling plaster and tub waste mold Amount of,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89220731",CLOSE,2022-05-20 21:01:09.000,VENDOR,,
"91902346",WTSCH,2022-05-19 15:00:30.000,2022-05-19 15:00:30.000,"038.08.008.F03.03A","Bedroom Condition of Paint Ceiling peeling paint Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89116440",CLOSE,2022-05-20 20:55:39.000,VENDOR,,
"91902366",WTSCH,2022-05-19 15:01:21.000,2022-05-19 15:01:21.000,"038.09.009.F13.13H",Kitchen Condition of Paint Wall 4 and ceiling peeling plaster Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89198232",CLOSE,2022-05-20 22:28:42.000,VENDOR,,
"91902415",WTSCH,2022-05-19 15:03:15.000,2022-05-19 15:03:15.000,"038.09.009.F09.09C",Bathroom Condition of Paint Wall 1 bubbling plaster and lead bend  has Mold Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89065141",CLOSE,2022-05-20 22:24:49.000,VENDOR,,
"91902433",WTSCH,2022-05-19 15:03:58.000,2022-05-19 15:03:58.000,"038.09.009.F08.08B","Bathroom Condition of Paint Ceiling and wall 3 peeling paint, bubbling and mold Amount of",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89133868",CLOSE,2022-05-20 22:27:48.000,VENDOR,,
"91903980",WTSCH,2022-05-19 16:01:27.000,2022-05-19 16:01:27.000,"038.03.003.F14.14A",Bedroom Condition of Paint MINOR CHIPPING PAINT ON CEILING Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89090931",CLOSE,2022-05-20 20:49:47.000,VENDOR,,
"91904018",WTSCH,2022-05-19 16:02:24.000,2022-05-19 16:02:24.000,"038.03.003.F10.10H",Bathroom Condition of Paint ALL BATHROOM WALLS & CEILING Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89106375",CLOSE,2022-05-20 22:26:13.000,VENDOR,,
"91904029",WTSCH,2022-05-19 16:02:54.000,2022-05-19 16:02:54.000,"038.03.003.F08.08A",Bedroom Condition of Paint CHIPPING PAINT ON LOWER 2 Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89168223",CLOSE,2022-05-20 21:00:22.000,VENDOR,,
"91904079",WTSCH,2022-05-19 16:04:31.000,2022-05-19 16:04:31.000,"038.02.002.F12.12C","Bathroom Condition of Paint CHIPPING PAINT ON CEILING  & WATER DAMAGE ON DAMAGE ON WALL 4 , SINK",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89057347",CLOSE,2022-05-20 20:48:56.000,VENDOR,,
"91904093",WTSCH,2022-05-19 16:05:08.000,2022-05-19 16:05:08.000,"038.02.002.F04.04C",Kitchen Condition of Paint WATER DAMAGE ON CEILING Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89219267",CLOSE,2022-05-20 22:18:03.000,VENDOR,,
"91904103",WTSCH,2022-05-19 16:05:32.000,2022-05-19 16:05:32.000,"038.02.002.F02.02H",Bathroom Condition of Paint CHIPPING PAINT ON WALL 4 ABOVE SINK Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89197684",CLOSE,2022-05-20 21:02:47.000,VENDOR,,
"91904110",WTSCH,2022-05-19 16:05:54.000,2022-05-19 16:05:54.000,"038.02.014.F11.11B",Bathroom Condition of Paint WATER DAMAGE ON UPPER WALL 2 & MINOR ON  CEILING  & AROUND TUBE WASTE,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89069513",CLOSE,2022-05-20 22:19:41.000,VENDOR,,
"91904142",WTSCH,2022-05-19 16:07:02.000,2022-05-19 16:07:02.000,"038.02.014.F05.05B",Kitchen Condition of Paint CHIPPING PAINT ON LOWER 2 BELOW WINDOW Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89124520",CLOSE,2022-05-20 22:14:51.000,VENDOR,,
"91904173",WTSCH,2022-05-19 16:07:59.000,2022-05-19 16:07:59.000,"038.01.001.F14.14H",Kitchen Condition of Paint MINOR CHIPPING PAINT ON CEILING Amount of Unsatisfactory Paint in Square,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89088372",CLOSE,2022-05-20 22:17:49.000,VENDOR,,
"91904194",WTSCH,2022-05-19 16:08:47.000,2022-05-19 16:08:47.000,"038.01.001.F10.10G","Bathroom Condition of Paint CHIPPING PAINT ON CEILING,  UPPER WALLS, & LB & MOLD Amount of",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89137010",CLOSE,2022-05-20 22:28:46.000,VENDOR,,
"91904224",WTSCH,2022-05-19 16:10:12.000,2022-05-19 16:10:12.000,"038.01.001.F03.03D",Kitchen Condition of Paint MINOR PEELING PAINT ON UPPER WALL ABOVE SINK Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89156271",CLOSE,2022-05-20 22:32:03.000,VENDOR,,
"91904439",WTSCH,2022-05-19 16:20:09.000,2022-05-19 16:20:09.000,"038.09.009.F03.03E","Bathroom Condition of Paint walls 3,4 lead bend and ceiling peeling plaster and mold Amount of",PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFCU6,DEV038,"89064184",CLOSE,2022-05-20 22:13:04.000,VENDOR,,
"91904823",WTSCH,2022-05-19 16:41:48.000,2022-05-19 16:41:48.000,"038.09.009.F07.07A",FOYER/HALLWAY Condition of Paint Walls peeling plaster Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89205843",CLOSE,2022-05-20 21:05:09.000,VENDOR,,
"91905182",WTSCH,2022-05-19 17:25:16.000,2022-05-19 17:25:16.000,"038.08.008.F14.14B","Bathroom Condition of Paint wall 1 peeling paint Amount of Unsatisfactory Paint in Square Feet [<2,",PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"89061513",CLOSE,2022-05-20 20:54:34.000,VENDOR,,
"91935839",WTSCH,2022-05-19 22:32:29.000,2022-05-19 22:32:29.000,"038.01.001.F01.01D",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227221",CLOSE,2022-05-19 23:30:47.000,VENDOR,,
"91939461",WTSCH,2022-05-19 22:39:45.000,2022-05-19 22:39:45.000,"038.01.001.F01.01A",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87227214",CLOSE,2022-07-01 23:31:23.000,VENDOR,,
"91939993",WTSCH,2022-05-19 22:40:55.000,2022-05-19 22:40:55.000,"038.01.001.F08.08G",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87227342",CLOSE,2022-07-01 23:37:17.000,VENDOR,,
"91940232",WTSCH,2022-05-19 22:41:18.000,2022-05-19 22:41:18.000,"038.01.001.F02.02H",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227240",CLOSE,2022-05-19 23:30:00.000,VENDOR,,
"91940344",WTSCH,2022-05-19 22:41:35.000,2022-05-19 22:41:35.000,"038.02.002.F05.05C",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87227507",CLOSE,2022-05-19 23:41:12.000,VENDOR,,
"91940493",WTSCH,2022-05-19 22:41:51.000,2022-05-19 22:41:51.000,"038.01.001.F07.07E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227319",CLOSE,2022-06-28 23:30:21.000,VENDOR,,
"91941104",WTSCH,2022-05-19 22:43:11.000,2022-05-19 22:43:11.000,"038.03.003.F10.10F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228043",CLOSE,2022-05-19 23:39:55.000,VENDOR,,
"91941816",WTSCH,2022-05-19 22:44:41.000,2022-05-19 22:44:41.000,"038.01.001.F11.11C",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227383",CLOSE,2022-05-19 23:41:10.000,VENDOR,,
